Country,ISO_Code,Level,GDLCODE,Region,"2018"
"Cambodia","KHM","Subnat","KHMr112","Takaev",52.1
"Cameroon","CMR","National","CMRt","Total",45.2
"Cameroon","CMR","Urb/rur","CMRtu","Urban",59.1
"Cameroon","CMR","Urb/rur","CMRtr","Rural",27.4
"Cameroon","CMR","Poverty","CMRp1","Poor",27.0
"Cameroon","CMR","Poverty","CMRp0","Nonpoor",68.4
"Cameroon","CMR","Wealth quartiles","CMRw41","Lowest 25%",16.1
"Cameroon","CMR","Wealth quartiles","CMRw42","Second 25%",34.9
"Cameroon","CMR","Wealth quartiles","CMRw43","Third 25%",54.4
"Cameroon","CMR","Wealth quartiles","CMRw44","Highest 25%",75.4
"Cameroon","CMR","Subnat","CMRr101","Adamaoua",35.7
"Cameroon","CMR","Subnat","CMRr102","Centre (incl Yaounde)",56.0
"Cameroon","CMR","Subnat","CMRr103","Est",36.1
"Cameroon","CMR","Subnat","CMRr104","Extreme Nord",26.4
"Cameroon","CMR","Subnat","CMRr105","Littoral (incl Douala)",62.5
"Cameroon","CMR","Subnat","CMRr106","Nord",28.3
"Cameroon","CMR","Subnat","CMRr107","Nord Ouest",41.3
"Cameroon","CMR","Subnat","CMRr108","Ouest",48.4
"Cameroon","CMR","Subnat","CMRr109","Sud",48.4
"Cameroon","CMR","Subnat","CMRr110","Sud Ouest",66.4
"Cape Verde","CPV","National","CPVt","Total",76.4
"Cape Verde","CPV","Urb/rur","CPVtu","Urban",81.4
"Cape Verde","CPV","Urb/rur","CPVtr","Rural",66.5
"Cape Verde","CPV","Poverty","CPVp1","Poor",39.9
"Cape Verde","CPV","Poverty","CPVp0","Nonpoor",80.0
"Cape Verde","CPV","Wealth quartiles","CPVw41","Lowest 25%",50.9
"Cape Verde","CPV","Wealth quartiles","CPVw42","Second 25%",72.4
"Cape Verde","CPV","Wealth quartiles","CPVw43","Third 25%",85.8
"Cape Verde","CPV","Wealth quartiles","CPVw44","Highest 25%",96.3
"Cape Verde","CPV","Subnat","CPVr105","Fogo",75.1
"Cape Verde","CPV","Subnat","CPVr101","S.Antao",73.8
"Cape Verde","CPV","Subnat","CPVr102","S.Vicente",82.0
"Cape Verde","CPV","Subnat","CPVr104","Santiago- Praia",80.7
"Cape Verde","CPV","Subnat","CPVr103","Santiago-Interior",69.0
"Central African Republic CAR","CAF","National","CAFt","Total",18.7
"Central African Republic CAR","CAF","Urb/rur","CAFtu","Urban",30.9
"Central African Republic CAR","CAF","Urb/rur","CAFtr","Rural",12.9
"Central African Republic CAR","CAF","Poverty","CAFp1","Poor",16.5
"Central African Republic CAR","CAF","Poverty","CAFp0","Nonpoor",62.8
"Central African Republic CAR","CAF","Wealth quartiles","CAFw41","Lowest 25%",7.61
"Central African Republic CAR","CAF","Wealth quartiles","CAFw42","Second 25%",11.4
"Central African Republic CAR","CAF","Wealth quartiles","CAFw43","Third 25%",18.4
"Central African Republic CAR","CAF","Wealth quartiles","CAFw44","Highest 25%",37.4
"Central African Republic CAR","CAF","Subnat","CAFr106","Bangui",41.1
"Central African Republic CAR","CAF","Subnat","CAFr101","RS I (Ombella Mpoko, Lobaye, Kemo, Nana Grebizi, Ouaka)",18.3
"Central African Republic CAR","CAF","Subnat","CAFr102","RS II (Mambera Kadei, Nana Mambere, Sangha Mbaere)",16.5
"Central African Republic CAR","CAF","Subnat","CAFr103","RS III (Ouham Pende, Ouham)",13.6
"Central African Republic CAR","CAF","Subnat","CAFr104","RS IV (Haute-Kotto, Baminigui Bangoran, Vakaga)",16.2
"Central African Republic CAR","CAF","Subnat","CAFr105","RS V (Basse Kotto, Mbornou, Houte Mbormou)",11.2
"Chad","TCD","National","TCDt","Total",23.8
"Chad","TCD","Urb/rur","TCDtu","Urban",39.6
"Chad","TCD","Urb/rur","TCDtr","Rural",19.8
"Chad","TCD","Poverty","TCDp1","Poor",20.7
"Chad","TCD","Poverty","TCDp0","Nonpoor",63.9
"Chad","TCD","Wealth quartiles","TCDw41","Lowest 25%",11.8
"Chad","TCD","Wealth quartiles","TCDw42","Second 25%",18.8
"Chad","TCD","Wealth quartiles","TCDw43","Third 25%",24.2
"Chad","TCD","Wealth quartiles","TCDw44","Highest 25%",40.2
"Chad","TCD","Subnat","TCDr101","Zone 1 (N'Djamena)",48.4
"Chad","TCD","Subnat","TCDr102","Zone 2 (Borkou, Ennedi, Tibesti, Kanem, Barh El Gazal, Lac)",25.1
"Chad","TCD","Subnat","TCDr103","Zone 3 (Guera, Batha, Salamat)",20.6
"Chad","TCD","Subnat","TCDr104","Zone 4 (Ouaddai, Assongha, Sila, Biltine - Wadi Fira)",19.2
"Chad","TCD","Subnat","TCDr105","Zone 5 (Chari-Baguimi, Dababa, Baguirmi, Hadjer Lamis)",24.7
"Chad","TCD","Subnat","TCDr106","Zone 6 (Mayo-Kebbi Est and Ouest)",23.5
"Chad","TCD","Subnat","TCDr107","Zone 7 (Logone Occidental & Oriental, Monts de Lam, Tandjile Est & Ouest)",20.5
"Chad","TCD","Subnat","TCDr108","Zone 8 (Mandoul, Moyen-Chari, Bahr Koh, Lac Iro)",21.1
"Chili","CHL","National","CHLt","Total",
"Chili","CHL","Urb/rur","CHLtu","Urban",
"Chili","CHL","Urb/rur","CHLtr","Rural",
"Chili","CHL","Poverty","CHLp1","Poor",
"Chili","CHL","Poverty","CHLp0","Nonpoor",
"Chili","CHL","Wealth quartiles","CHLw41","Lowest 25%",
"Chili","CHL","Wealth quartiles","CHLw42","Second 25%",
"Chili","CHL","Wealth quartiles","CHLw43","Third 25%",
"Chili","CHL","Wealth quartiles","CHLw44","Highest 25%",
"Chili","CHL","Subnat","CHLr202"," Centro V - VII",
"Chili","CHL","Subnat","CHLr201"," Norte I - IV",
"Chili","CHL","Subnat","CHLr203"," Sur VIII - XII",
"Chili","CHL","Subnat","CHLr111","Aisen",
"Chili","CHL","Subnat","CHLr102","Antofagasta",
"Chili","CHL","Subnat","CHLr109","Arbucania",
"Chili","CHL","Subnat","CHLr103","Atacama",
"Chili","CHL","Subnat","CHLr108","Bio Bio",
"Chili","CHL","Subnat","CHLr104","Coquimbo",
"Chili","CHL","Subnat","CHLr110","Los Lagos (incl Los Rios)",
"Chili","CHL","Subnat","CHLr112","Magallanes and La Antartica Chilena",
"Chili","CHL","Subnat","CHLr107","Maule",
"Chili","CHL","Subnat","CHLr106","OHiggins",
"Chili","CHL","Subnat","CHLr113","Region Metropolitana",
"Chili","CHL","Subnat","CHLr101","Tarapaca (incl Arica and Parinacota)",
"Chili","CHL","Subnat","CHLr105","Valparaiso (former Aconcagua)",
"China","CHN","National","CHNt","Total",75.0
"China","CHN","Urb/rur","CHNtu","Urban",77.6
"China","CHN","Urb/rur","CHNtr","Rural",70.4
"China","CHN","Poverty","CHNp1","Poor",40.2
"China","CHN","Poverty","CHNp0","Nonpoor",77.2
"China","CHN","Wealth quartiles","CHNw41","Lowest 25%",55.4
"China","CHN","Wealth quartiles","CHNw42","Second 25%",73.0
"China","CHN","Wealth quartiles","CHNw43","Third 25%",80.9
"China","CHN","Wealth quartiles","CHNw44","Highest 25%",89.9
"China","CHN","Subnat","CHNr201"," Beijing, Tianjin, Hebei, Shandong",78.1
"China","CHN","Subnat","CHNr206"," Chongqing, Sichuan, Guizhou, Yunnan, Tibet",72.2
"China","CHN","Subnat","CHNr204"," Fujian,  Guangdong, Hainan",77.1
"China","CHN","Subnat","CHNr208"," Gansu, Qinghai, Ningxia, Xinjiang",72.3
"China","CHN","Subnat","CHNr207"," Henan, Shanxi, Shaanxi, Inner Mongolia",73.0
"China","CHN","Subnat","CHNr205"," Hubei, Jiangxi, Hunan, Guangxi",73.2
"China","CHN","Subnat","CHNr202"," Liaoning, Jilin, Heilongjiang",71.8
"China","CHN","Subnat","CHNr203"," Shanghai, Jiangsu, Zhejiang, Anhui",78.2
"China","CHN","Subnat","CHNr112","Anhui",71.4
"China","CHN","Subnat","CHNr101","Beijing",83.0
"China","CHN","Subnat","CHNr122","Chongqing",73.0
"China","CHN","Subnat","CHNr113","Fujian",78.7
"China","CHN","Subnat","CHNr128","Gansu",71.5
"China","CHN","Subnat","CHNr119","Guangdong",76.4
"China","CHN","Subnat","CHNr120","Guangxi Zhuang",73.3
"China","CHN","Subnat","CHNr124","Guizhou",71.3
"China","CHN","Subnat","CHNr121","Hainan",67.8
"China","CHN","Subnat","CHNr103","Hebei",76.3
"China","CHN","Subnat","CHNr108","Heilongjiang",68.6
"China","CHN","Subnat","CHNr116","Henan",70.9
"China","CHN","Subnat","CHNr117","Hubei",73.2
"China","CHN","Subnat","CHNr118","Hunan",73.1
"China","CHN","Subnat","CHNr105","Inner Mongolia",74.8
"China","CHN","Subnat","CHNr110","Jiangsu",80.0
"China","CHN","Subnat","CHNr114","Jiangxi",72.1
"China","CHN","Subnat","CHNr107","Jilin",71.0
"China","CHN","Subnat","CHNr106","Liaoning",72.7
"China","CHN","Subnat","CHNr130","Ningxia",75.4
"China","CHN","Subnat","CHNr129","Qinghai",74.8
"China","CHN","Subnat","CHNr127","Shaanxi",75.8
"China","CHN","Subnat","CHNr115","Shandong",77.1
"China","CHN","Subnat","CHNr109","Shanghai",79.6
"China","CHN","Subnat","CHNr104","Shanxi",70.8
"China","CHN","Subnat","CHNr123","Sichuan",74.2
"China","CHN","Subnat","CHNr102","Tianjin",76.8
"China","CHN","Subnat","CHNr131","Xinjiang",
"China","CHN","Subnat","CHNr125","Yunnan",71.0
"China","CHN","Subnat","CHNr111","Zhejiang",77.7
"Colombia","COL","National","COLt","Total",82.7
"Colombia","COL","Urb/rur","COLtu","Urban",87.7
"Colombia","COL","Urb/rur","COLtr","Rural",65.6
"Colombia","COL","Poverty","COLp1","Poor",34.1
"Colombia","COL","Poverty","COLp0","Nonpoor",85.8
"Colombia","COL","Wealth quartiles","COLw41","Lowest 25%",63.2
"Colombia","COL","Wealth quartiles","COLw42","Second 25%",81.5
"Colombia","COL","Wealth quartiles","COLw43","Third 25%",90.8
"Colombia","COL","Wealth quartiles","COLw44","Highest 25%",95.5
"Colombia","COL","Subnat","COLr129","Amazonas",66.7
"Colombia","COL","Subnat","COLr101","Antioquia (incl Medellin)",85.5
"Colombia","COL","Subnat","COLr125","Arauca",80.3
"Colombia","COL","Subnat","COLr102","Atlantico (incl Barranquilla)",85.2
"Colombia","COL","Subnat","COLr103","Bogota D.C.",89.9
"Colombia","COL","Subnat","COLr104","Bolivar (Sur and Norte)",76.6
"Colombia","COL","Subnat","COLr105","Boyaca",80.6
"Colombia","COL","Subnat","COLr106","Caldas",86.3
"Colombia","COL","Subnat","COLr107","Caqueta",73.5
"Colombia","COL","Subnat","COLr126","Casanare",78.4
"Colombia","COL","Subnat","COLr108","Cauca",72.8
"Colombia","COL","Subnat","COLr109","Cesar",74.5
"Colombia","COL","Subnat","COLr112","Choco",60.1
"Colombia","COL","Subnat","COLr110","Cordoba",70.6
"Colombia","COL","Subnat","COLr111","Cundinamarca",84.8
"Colombia","COL","Subnat","COLr130","Guainja",52.7
"Colombia","COL","Subnat","COLr114","Guajira",65.3
"Colombia","COL","Subnat","COLr131","Guaviare",77.9
"Colombia","COL","Subnat","COLr113","Huila",82.0
"Colombia","COL","Subnat","COLr115","Magdalena",73.6
"Colombia","COL","Subnat","COLr116","Meta",83.2
"Colombia","COL","Subnat","COLr117","Narino",73.1
"Colombia","COL","Subnat","COLr118","Norte de Santander",83.0
"Colombia","COL","Subnat","COLr127","Putumayo",74.2
"Colombia","COL","Subnat","COLr119","Quindio",88.6
"Colombia","COL","Subnat","COLr120","Risaralda",86.9
"Colombia","COL","Subnat","COLr128","San Andres",85.0
"Colombia","COL","Subnat","COLr121","Santander",85.9
"Colombia","COL","Subnat","COLr122","Sucre",75.5
"Colombia","COL","Subnat","COLr123","Tolima",78.0
"Colombia","COL","Subnat","COLr124","Valle (incl Cali)",88.4
"Colombia","COL","Subnat","COLr132","Vaupis",42.0
"Colombia","COL","Subnat","COLr133","Vichada",80.5
"Comoros","COM","National","COMt","Total",46.5
"Comoros","COM","Urb/rur","COMtu","Urban",56.0
"Comoros","COM","Urb/rur","COMtr","Rural",41.8
"Comoros","COM","Poverty","COMp1","Poor",30.9
"Comoros","COM","Poverty","COMp0","Nonpoor",65.9
"Comoros","COM","Wealth quartiles","COMw41","Lowest 25%",23.1
"Comoros","COM","Wealth quartiles","COMw42","Second 25%",40.0
"Comoros","COM","Wealth quartiles","COMw43","Third 25%",52.7
"Comoros","COM","Wealth quartiles","COMw44","Highest 25%",70.2
"Comoros","COM","Subnat","COMr103","Anjouan (Ndzouani)",43.7
"Comoros","COM","Subnat","COMr101","Grande Comore (Ngazidja)",49.8
"Comoros","COM","Subnat","COMr102","Moheli",44.1
"Congo Brazzaville","COG","National","COGt","Total",47.0
"Congo Brazzaville","COG","Urb/rur","COGtu","Urban",58.5
"Congo Brazzaville","COG","Urb/rur","COGtr","Rural",24.2
"Congo Brazzaville","COG","Poverty","COGp1","Poor",26.6
"Congo Brazzaville","COG","Poverty","COGp0","Nonpoor",68.2
"Congo Brazzaville","COG","Wealth quartiles","COGw41","Lowest 25%",16.5
"Congo Brazzaville","COG","Wealth quartiles","COGw42","Second 25%",37.9
"Congo Brazzaville","COG","Wealth quartiles","COGw43","Third 25%",58.0
"Congo Brazzaville","COG","Wealth quartiles","COGw44","Highest 25%",75.7
"Congo Brazzaville","COG","Subnat","COGr204"," Bouenza",31.8
"Congo Brazzaville","COG","Subnat","COGr211"," Brazzaville",61.0
"Congo Brazzaville","COG","Subnat","COGr207"," Cuvette",34.5
"Congo Brazzaville","COG","Subnat","COGr208"," Cuvette Ouest",20.9
"Congo Brazzaville","COG","Subnat","COGr201"," Kouilou",24.0
"Congo Brazzaville","COG","Subnat","COGr203"," Lekoumou",23.4
"Congo Brazzaville","COG","Subnat","COGr210"," Likouala",23.2
"Congo Brazzaville","COG","Subnat","COGr202"," Niari",35.0
"Congo Brazzaville","COG","Subnat","COGr206"," Plateaux",25.2
"Congo Brazzaville","COG","Subnat","COGr212"," Pointe Noire",56.5
"Congo Brazzaville","COG","Subnat","COGr205"," Pool",19.9
"Congo Brazzaville","COG","Subnat","COGr209"," Sangha",30.9
"Congo Democratic Republic","COD","National","CODt","Total",27.7
"Congo Democratic Republic","COD","Urb/rur","CODtu","Urban",44.1
"Congo Democratic Republic","COD","Urb/rur","CODtr","Rural",16.3
"Congo Democratic Republic","COD","Poverty","CODp1","Poor",19.9
"Congo Democratic Republic","COD","Poverty","CODp0","Nonpoor",65.9
"Congo Democratic Republic","COD","Wealth quartiles","CODw41","Lowest 25%",11.2
"Congo Democratic Republic","COD","Wealth quartiles","CODw42","Second 25%",16.5
"Congo Democratic Republic","COD","Wealth quartiles","CODw43","Third 25%",25.9
"Congo Democratic Republic","COD","Wealth quartiles","CODw44","Highest 25%",57.4
"Congo Democratic Republic","COD","Subnat","CODr103","Bandundu",15.4
"Congo Democratic Republic","COD","Subnat","CODr102","Bas-Congo",30.3
"Congo Democratic Republic","COD","Subnat","CODr104","Equateur",18.4
"Congo Democratic Republic","COD","Subnat","CODr111","Kasai Occidental",13.5
"Congo Democratic Republic","COD","Subnat","CODr110","Kasai Oriental",19.5
"Congo Democratic Republic","COD","Subnat","CODr109","Katanga",28.3
"Congo Democratic Republic","COD","Subnat","CODr101","Kinshasa",58.4
"Congo Democratic Republic","COD","Subnat","CODr108","Maniema",14.3
"Congo Democratic Republic","COD","Subnat","CODr106","Nord-Kivu",29.7
"Congo Democratic Republic","COD","Subnat","CODr105","Orientale",25.2
"Congo Democratic Republic","COD","Subnat","CODr107","Sud-Kivu",29.0
"Costa Rica","CRI","National","CRIt","Total",90.5
"Costa Rica","CRI","Urb/rur","CRItu","Urban",91.5
"Costa Rica","CRI","Urb/rur","CRItr","Rural",88.0
"Costa Rica","CRI","Poverty","CRIp1","Poor",41.7
"Costa Rica","CRI","Poverty","CRIp0","Nonpoor",89.1
"Costa Rica","CRI","Wealth quartiles","CRIw41","Lowest 25%",82.2
"Costa Rica","CRI","Wealth quartiles","CRIw42","Second 25%",90.6
"Costa Rica","CRI","Wealth quartiles","CRIw43","Third 25%",93.3
"Costa Rica","CRI","Wealth quartiles","CRIw44","Highest 25%",95.8
"Costa Rica","CRI","Subnat","CRIr102","Alajuela",90.9
"Costa Rica","CRI","Subnat","CRIr103","Cartago",92.2
"Costa Rica","CRI","Subnat","CRIr105","Guanacaste",88.3
"Costa Rica","CRI","Subnat","CRIr104","Heredia",92.0
"Costa Rica","CRI","Subnat","CRIr107","Limon",86.3
"Costa Rica","CRI","Subnat","CRIr106","Puntarenas",88.1
"Costa Rica","CRI","Subnat","CRIr101","San Jose",91.8
"Cote d'Ivoire","CIV","National","CIVt","Total",43.0
"Cote d'Ivoire","CIV","Urb/rur","CIVtu","Urban",57.8
"Cote d'Ivoire","CIV","Urb/rur","CIVtr","Rural",30.7
"Cote d'Ivoire","CIV","Poverty","CIVp1","Poor",29.1
"Cote d'Ivoire","CIV","Poverty","CIVp0","Nonpoor",67.2
"Cote d'Ivoire","CIV","Wealth quartiles","CIVw41","Lowest 25%",19.6
"Cote d'Ivoire","CIV","Wealth quartiles","CIVw42","Second 25%",33.0
"Cote d'Ivoire","CIV","Wealth quartiles","CIVw43","Third 25%",48.4
"Cote d'Ivoire","CIV","Wealth quartiles","CIVw44","Highest 25%",71.0
"Cote d'Ivoire","CIV","Subnat","CIVr101","Centre",36.6
"Cote d'Ivoire","CIV","Subnat","CIVr102","Centre Est",43.9
"Cote d'Ivoire","CIV","Subnat","CIVr103","Centre Nord",44.9
"Cote d'Ivoire","CIV","Subnat","CIVr104","Centre Ouest",39.3
"Cote d'Ivoire","CIV","Subnat","CIVr105","Nord",35.8
"Cote d'Ivoire","CIV","Subnat","CIVr106","Nord Est",31.7
"Cote d'Ivoire","CIV","Subnat","CIVr107","Nord Ouest",37.2
"Cote d'Ivoire","CIV","Subnat","CIVr108","Ouest",31.3
"Cote d'Ivoire","CIV","Subnat","CIVr110","Sud Ouest",32.5
"Cote d'Ivoire","CIV","Subnat","CIVr109","Sud, Abidjan",55.6
"Cuba","CUB","National","CUBt","Total",76.9
"Cuba","CUB","Urb/rur","CUBtu","Urban",82.7
"Cuba","CUB","Urb/rur","CUBtr","Rural",67.6
"Cuba","CUB","Poverty","CUBp1","Poor",37.4
"Cuba","CUB","Poverty","CUBp0","Nonpoor",81.2
"Cuba","CUB","Wealth quartiles","CUBw41","Lowest 25%",91.3
"Cuba","CUB","Wealth quartiles","CUBw42","Second 25%",85.9
"Cuba","CUB","Wealth quartiles","CUBw43","Third 25%",76.0
"Cuba","CUB","Wealth quartiles","CUBw44","Highest 25%",54.5
"Cuba","CUB","Subnat","CUBr109","Camaguey",69.7
"Cuba","CUB","Subnat","CUBr103","Centro",88.3
"Cuba","CUB","Subnat","CUBr108","Ciego de Avila",76.6
"Cuba","CUB","Subnat","CUBr106","Cienfuegos",78.8
"Cuba","CUB","Subnat","CUBr102","Ciudad Habana",84.7
"Cuba","CUB","Subnat","CUBr112","Granma",67.9
"Cuba","CUB","Subnat","CUBr114","Guantanamo",73.7
"Cuba","CUB","Subnat","CUBr111","Holguin",69.3
"Cuba","CUB","Subnat","CUBr115","Isla",87.7
"Cuba","CUB","Subnat","CUBr110","Las Tunas",68.2
"Cuba","CUB","Subnat","CUBr101","Occidente",79.4
"Cuba","CUB","Subnat","CUBr104","Oriente",82.6
"Cuba","CUB","Subnat","CUBr107","S.Spiritus",74.6
"Cuba","CUB","Subnat","CUBr113","Santiago de Cuba",72.1
"Cuba","CUB","Subnat","CUBr105","Villa Clara",76.4
"Djibouti","DJI","National","DJIt","Total",
"Djibouti","DJI","Urb/rur","DJIu","Urban",
"Djibouti","DJI","Urb/rur","DJIr","Rural",
"Djibouti","DJI","Poverty","DJIp1","Poor",
"Djibouti","DJI","Poverty","DJIp0","Nonpoor",
"Djibouti","DJI","Wealth quartiles","DJIw41","Lowest 25%",
"Djibouti","DJI","Wealth quartiles","DJIw42","Second 25%",
"Djibouti","DJI","Wealth quartiles","DJIw43","Third 25%",
"Djibouti","DJI","Wealth quartiles","DJIw44","Highest 25%",
"Djibouti","DJI","Subnat","DJIr101","Djibouti",
"Djibouti","DJI","Subnat","DJIr102","Other Districts",
"Dominican Republic","DOM","National","DOMt","Total",76.8
"Dominican Republic","DOM","Urb/rur","DOMtu","Urban",79.1
"Dominican Republic","DOM","Urb/rur","DOMtr","Rural",70.2
"Dominican Republic","DOM","Poverty","DOMp1","Poor",38.1
"Dominican Republic","DOM","Poverty","DOMp0","Nonpoor",80.2
"Dominican Republic","DOM","Wealth quartiles","DOMw41","Lowest 25%",55.7
"Dominican Republic","DOM","Wealth quartiles","DOMw42","Second 25%",76.1
"Dominican Republic","DOM","Wealth quartiles","DOMw43","Third 25%",84.0
"Dominican Republic","DOM","Wealth quartiles","DOMw44","Highest 25%",91.3
"Dominican Republic","DOM","Subnat","DOMr101","Region 0 (Distrito Nacional, Santo Domingo, Monte Plata)",79.8
"Dominican Republic","DOM","Subnat","DOMr102","Region I (Peravia, San Cristobal, San Jose de Ocoa, Azua)",74.2
"Dominican Republic","DOM","Subnat","DOMr103","Region II (Espaillat, Puerto Plata, Santiago)",80.2
"Dominican Republic","DOM","Subnat","DOMr104","Region III (Duarte, Maria Trinidad Sanchez, Salcedo, Samana)",75.7
"Dominican Republic","DOM","Subnat","DOMr105","Region IV (Independencia, Bahoruco, Barahona, Pedernales)",66.4
"Dominican Republic","DOM","Subnat","DOMr106","Region V (El Seibo, La Altagracia, La Romana, San Pedro de Macoris, Hato Mayor)",73.2
"Dominican Republic","DOM","Subnat","DOMr107","Region VI (San Juan, Elias Pina)",69.0
"Dominican Republic","DOM","Subnat","DOMr108","Region VII (Dajabon, Monte Cristi, Santiago Rodriguez, Valverde)",70.3
"Dominican Republic","DOM","Subnat","DOMr109","Region VIII (La Vega, Monsenor Nouel, Sanchez Ramirez)",77.6
"Ecuador","ECU","National","ECUt","Total",74.8
"Ecuador","ECU","Urb/rur","ECUtu","Urban",79.1
"Ecuador","ECU","Urb/rur","ECUtr","Rural",67.3
"Ecuador","ECU","Poverty","ECUp1","Poor",37.4
"Ecuador","ECU","Poverty","ECUp0","Nonpoor",82.6
"Ecuador","ECU","Wealth quartiles","ECUw41","Lowest 25%",43.1
"Ecuador","ECU","Wealth quartiles","ECUw42","Second 25%",72.3
"Ecuador","ECU","Wealth quartiles","ECUw43","Third 25%",89.4
"Ecuador","ECU","Wealth quartiles","ECUw44","Highest 25%",100
"Ecuador","ECU","Subnat","ECUr101","Coste",73.3
"Ecuador","ECU","Subnat","ECUr103","Oriente",64.6
"Ecuador","ECU","Subnat","ECUr102","Sierra",79.5
"Egypt","EGY","National","EGYt","Total",84.8
"Egypt","EGY","Urb/rur","EGYtu","Urban",86.9
"Egypt","EGY","Urb/rur","EGYtr","Rural",83.4
"Egypt","EGY","Poverty","EGYp1","Poor",41.2
"Egypt","EGY","Poverty","EGYp0","Nonpoor",85.1
"Egypt","EGY","Wealth quartiles","EGYw41","Lowest 25%",80.3
"Egypt","EGY","Wealth quartiles","EGYw42","Second 25%",83.8
"Egypt","EGY","Wealth quartiles","EGYw43","Third 25%",85.9
"Egypt","EGY","Wealth quartiles","EGYw44","Highest 25%",89.3
"Egypt","EGY","Subnat","EGYr102","Alexandria",87.5
"Egypt","EGY","Subnat","EGYr118","Assuit",81.2
"Egypt","EGY","Subnat","EGYr121","Aswan",83.6
"Egypt","EGY","Subnat","EGYr112","Behera",85.4
"Egypt","EGY","Subnat","EGYr115","Beni Suef",83.9
"Egypt","EGY","Subnat","EGYr101","Cairo",87.1
"Egypt","EGY","Subnat","EGYr106","Dakahlia",86.1
"Egypt","EGY","Subnat","EGYr105","Damietta",87.5
"Egypt","EGY","Subnat","EGYr116","Fayoum",82.9
"Egypt","EGY","Subnat","EGYr122","Frontier governorates (Red Sea, New Valley, Matroh, North Sainai, South Sainai)",85.0
"Egypt","EGY","Subnat","EGYr110","Gharbia",85.4
"Egypt","EGY","Subnat","EGYr114","Giza",85.5
"Egypt","EGY","Subnat","EGYr113","Ismailia",87.0
"Egypt","EGY","Subnat","EGYr109","Kafr El-Sheikh",86.9
"Egypt","EGY","Subnat","EGYr108","Kalyubia",83.6
"Egypt","EGY","Subnat","EGYr111","Menoufia",85.3
"Egypt","EGY","Subnat","EGYr117","Menya",81.5
"Egypt","EGY","Subnat","EGYr103","Port Said",89.6
"Egypt","EGY","Subnat","EGYr120","Qena",83.0
"Egypt","EGY","Subnat","EGYr107","Sharkia",84.1
"Egypt","EGY","Subnat","EGYr119","Souhag",81.0
"Egypt","EGY","Subnat","EGYr104","Suez",89.1
"El Salvador","SLV","National","SLVt","Total",69.3
"El Salvador","SLV","Urb/rur","SLVtu","Urban",76.8
"El Salvador","SLV","Urb/rur","SLVtr","Rural",56.1
"El Salvador","SLV","Poverty","SLVp1","Poor",35.8
"El Salvador","SLV","Poverty","SLVp0","Nonpoor",76.7
"El Salvador","SLV","Wealth quartiles","SLVw41","Lowest 25%",42.4
"El Salvador","SLV","Wealth quartiles","SLVw42","Second 25%",65.7
"El Salvador","SLV","Wealth quartiles","SLVw43","Third 25%",79.0
"El Salvador","SLV","Wealth quartiles","SLVw44","Highest 25%",89.9
"El Salvador","SLV","Subnat","SLVr102","Central I",74.9
"El Salvador","SLV","Subnat","SLVr103","Central II",63.8
"El Salvador","SLV","Subnat","SLVr101","Occidental",65.4
"El Salvador","SLV","Subnat","SLVr104","Oriental",63.3
"Equatorial Guinea","GNQ","National","GNQt","Total",
"Equatorial Guinea","GNQ","Urb/rur","GNQtu","Urban",
"Equatorial Guinea","GNQ","Urb/rur","GNQtr","Rural",
"Equatorial Guinea","GNQ","Poverty","GNQp1","Poor",
"Equatorial Guinea","GNQ","Poverty","GNQp0","Nonpoor",
"Equatorial Guinea","GNQ","Wealth quartiles","GNQw41","Lowest 25%",
"Equatorial Guinea","GNQ","Wealth quartiles","GNQw42","Second 25%",
"Equatorial Guinea","GNQ","Wealth quartiles","GNQw43","Third 25%",
"Equatorial Guinea","GNQ","Wealth quartiles","GNQw44","Highest 25%",
"Equatorial Guinea","GNQ","Subnat","GNQr101","Annobon, Bioko",
"Equatorial Guinea","GNQ","Subnat","GNQr102","Centro Sur",
"Equatorial Guinea","GNQ","Subnat","GNQr103","Kie Ntem",
"Equatorial Guinea","GNQ","Subnat","GNQr104","Litoral",
"Equatorial Guinea","GNQ","Subnat","GNQr105","Wele Nzas",
"Eritrea","ERI","National","ERIt","Total",
"Eritrea","ERI","Urb/rur","ERItu","Urban",
"Eritrea","ERI","Urb/rur","ERItr","Rural",
"Eritrea","ERI","Poverty","ERIp1","Poor",
"Eritrea","ERI","Poverty","ERIp0","Nonpoor",
"Eritrea","ERI","Wealth quartiles","ERIw41","Lowest 25%",
"Eritrea","ERI","Wealth quartiles","ERIw42","Second 25%",
"Eritrea","ERI","Wealth quartiles","ERIw43","Third 25%",
"Eritrea","ERI","Wealth quartiles","ERIw44","Highest 25%",
"Eritrea","ERI","Subnat","ERIr104","Anseba",
"Eritrea","ERI","Subnat","ERIr106","Debub (Southern)",
"Eritrea","ERI","Subnat","ERIr101","Debubawi Keyih Bahri (Southern Red Sea)",
"Eritrea","ERI","Subnat","ERIr105","Gash Barka",
"Eritrea","ERI","Subnat","ERIr102","Maekel (Central including Asmara)",
"Eritrea","ERI","Subnat","ERIr103","Semenawi Keyih Bahri (Northern Red Sea)",
"Eswatini","SWZ","National","SWZt","Total",55.5
"Eswatini","SWZ","Urb/rur","SWZtu","Urban",66.6
"Eswatini","SWZ","Urb/rur","SWZtr","Rural",48.9
"Eswatini","SWZ","Poverty","SWZp1","Poor",33.7
